영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
길,정인봉,(주)더블앤조이픽쳐스,2017-05-11,장편,한국,54,75398600,17014,"10,665,400","2,010",드라마,12세관람가,독립/예술영화
미스터 노바디,자코 반 도마엘,(주)영화사 안다미로,2013-10-24,장편,기타,24,127022500,16969,"85,755,000","11,074",판타지,15세관람가,독립/예술영화
프렌즈: 둥지탈출,"크리스찬 하스,안드레아 블록",(주)박수엔터테인먼트,2019-05-01,장편,독일,184,115993260,16955,"29,356,430","3,711",애니메이션,전체관람가,일반영화
프라이버시,존 크로울리,(주)인벤트스톤,2014-03-20,장편,영국,165,122664928,16936,"55,304,928","7,557",범죄,15세관람가,일반영화
파이널 포트레이트,스탠리 투치,(주)팝엔터테인먼트,2018-09-27,장편,영국,55,147295066,16933,"101,755,566","11,335",드라마,15세관람가,독립/예술영화
월플라워,스티븐 크보스키,데이지엔터테인먼트,2013-04-11,장편,미국,28,120379400,16912,"76,694,900","10,529",드라마,15세관람가,독립/예술영화
매직 아워,미타니 코키,(주)씨제이이엔엠,2008-11-27,장편,일본,15,115419500,16907,"86,289,000","12,384",코미디,12세관람가,독립/예술영화
컴온 컴온,마이크 밀스,(주)스튜디오디에이치엘,2022-06-30,장편,미국,113,154650500,16876,"92,637,600","9,571",드라마,12세관람가,독립/예술영화
하늘이 보내준 딸,비자이,(주)싸이더스,2012-04-19,장편,기타,107,113583500,16875,"36,596,500","5,230",가족,전체관람가,일반영화
잉투기,엄태화,CGV아트하우스,2013-11-14,장편,한국,94,119852600,16859,"66,335,100","9,002",액션,15세관람가,독립/예술영화
비스트 앵콜 콘서트 3D,손석,(주)에스비에스콘텐츠허브,2012-02-29,장편,한국,75,171432000,16844,"48,488,000","4,554",공연,전체관람가,일반영화
명왕성,신수원,(주)싸이더스,2013-07-11,장편,한국,78,114536500,16828,"49,686,500","7,067",드라마,15세관람가,독립/예술영화
잔나비 판타스틱 올드패션드 리턴즈! x 넌센스 Ⅱ,기타,CGV ICECON,2021-09-09,장편,한국,66,334063500,16704,"112,897,500","5,645",공연,전체관람가,일반영화
토니스토리2: 고철왕국의 친구들,"토마스 보덴스타인,마커스 하먼",(주)박수엔터테인먼트,2018-06-13,장편,독일,268,120931600,16685,"16,477,600","2,108",애니메이션,전체관람가,독립/예술영화
주문은 토끼입니까?? ~디어 마이 시스터~,하시모토 히로유키,(주)애니플러스,2018-01-18,장편,일본,84,121079000,16655,"37,499,000","4,935",애니메이션,전체관람가,일반영화
몬스터 아카데미,레오폴도 아귈라,와이드 릴리즈(주),2022-04-27,장편,기타,209,141292000,16647,"24,036,700","2,773",판타지,전체관람가,일반영화
여배우는 오늘도,문소리,(주)메타플레이,2017-09-14,장편,한국,46,137010300,16646,"100,364,500","11,662",드라마,15세관람가,독립/예술영화
산타바바라,조성규,(주)나이너스엔터테인먼트,2014-07-16,장편,한국,101,125565919,16626,"64,686,419","8,432",멜로/로맨스,15세관람가,독립/예술영화
800,관후,TCO(주)더콘텐츠온,2020-12-10,장편,중국,223,141698200,16625,"43,872,500","5,010",전쟁,15세관람가,일반영화
리버틴,로렌스 던 모어,프리비젼엔터테인먼트,2007-08-02,장편,영국,0,0,16624,0,"13,211",드라마,청소년관람불가,일반영화
호비와 동화나라 대모험,히라바야시 이사무,(주)머스트씨무비릴리징컴퍼니,2016-12-08,장편,일본,81,115425000,16620,"35,453,000","5,053",애니메이션,전체관람가,일반영화
사마에게,"와드 알-카팁,에드워드 와츠",(주)엣나인필름,2020-01-23,장편,영국,75,133623472,16591,"88,703,032","10,369",다큐멘터리,15세관람가,독립/예술영화
내 남자의 유통기한,도리스 되리에,㈜세종커뮤니케이션스,2006-06-29,장편,독일,0,0,16580,0,"15,632",멜로/로맨스,15세관람가,독립/예술영화
롤라,나빌 아유쉬,㈜메가박스,2009-01-15,장편,프랑스,24,109318294,16578,"79,246,500","11,729",드라마,12세관람가,독립/예술영화
7년-그들이 없는 언론,김진혁,(주)인디플러그,2017-01-12,장편,한국,105,129175200,16577,"71,790,700","8,985",다큐멘터리,12세관람가,독립/예술영화
헤이트 발렌타인데이,니아 발다로스,㈜케이디미디어,2010-02-04,장편,미국,74,127687241,16566,"63,328,500","7,895",멜로/로맨스,12세관람가,일반영화
오드토머스,스티븐 소머즈,(주)영화사 빅,2014-08-27,장편,미국,165,123233800,16555,"44,567,500","5,700",액션,15세관람가,일반영화
바니부기: 드래곤 에그를 찾아서,리양우,(주)박수엔터테인먼트,2018-09-12,장편,중국,280,122931400,16505,"17,067,300","2,117",애니메이션,전체관람가,일반영화
내 이야기!!,카와이 하야토,(주)영화사오원,2018-04-12,장편,일본,143,141565800,16467,"59,019,100","6,908",멜로/로맨스,12세관람가,독립/예술영화
아기곰 보보 구출 대작전,라스무스 A. 실버르센,와이드 릴리즈(주),2018-04-25,장편,기타,207,117475900,16447,"21,412,600","2,679",애니메이션,전체관람가,일반영화
가구야공주 이야기,다카하타 이사오,롯데쇼핑㈜롯데엔터테인먼트,2014-06-04,장편,일본,77,125582300,16439,"54,022,900","6,841",애니메이션,전체관람가,일반영화
#아이엠히어,에릭 라티고,(주)넥스트엔터테인먼트월드(NEW),2021-01-14,장편,프랑스,432,136875710,16404,"56,913,450","7,535",멜로/로맨스,12세관람가,독립/예술영화
마돈나,신수원,(주)리틀빅픽쳐스,2015-07-02,장편,한국,65,127237400,16385,"69,122,300","8,631",드라마,청소년관람불가,독립/예술영화
북스마트,올리비아 와일드,(주)콘텐츠판다,2021-01-27,장편,미국,163,108654680,16380,"58,313,810","10,235",코미디,15세관람가,독립/예술영화
허블 3D,토니 마이어스,(주)씨제이이엔엠,2011-05-05,장편,기타,8,120681000,16369,"69,317,000","8,994",다큐멘터리,전체관람가,일반영화
소와 함께 여행하는 법,임순례,롯데쇼핑㈜롯데엔터테인먼트,2010-11-03,장편,한국,88,107018251,16356,"42,909,000","6,561",드라마,15세관람가,독립/예술영화
이차크의 행복한 바이올린,앨리슨 쉐르닉,(주)영화사 진진,2018-12-20,장편,미국,26,123840650,16345,"90,041,750","11,318",다큐멘터리,전체관람가,독립/예술영화
빅 배드 폭스,벤자민 레너,(주)스마일이엔티,2017-11-30,장편,프랑스,219,120614100,16340,"29,164,800","3,802",애니메이션,전체관람가,독립/예술영화
김군,강상우,영화사 풀,2019-05-23,장편,한국,73,120816190,16324,"61,606,150","7,628",다큐멘터리,12세관람가,독립/예술영화
리스펙트,리슬 타미,유니버설픽쳐스인터내셔널 코리아(유),2021-09-08,장편,미국,119,107393800,16312,"39,903,400","5,810",드라마,12세관람가,일반영화
광대: 소리꾼,조정래,트윈플러스파트너스(주),2022-02-24,장편,한국,116,124110170,16277,"54,735,970","7,439",사극,12세관람가,일반영화
송가인 더 드라마,"이태슬,김성윤",(주)영화특별시에스엠씨,2021-02-11,장편,한국,117,175253000,16251,"51,112,000","4,674",공연,전체관람가,일반영화
리틀 폭스,갈수영,예지림엔터테인먼트,2016-06-23,장편,중국,150,119098500,16204,"21,834,700","2,731",애니메이션,전체관람가,독립/예술영화
순교,김상철,파이오니아21,2015-08-13,장편,한국,5,116019000,16202,"22,727,500","3,240",다큐멘터리,전체관람가,독립/예술영화
링스,하비에르 구티에레즈,(주)다자인소프트,2017-04-06,장편,미국,123,135470800,16199,"31,997,500","3,740",공포(호러),15세관람가,일반영화
예전부터 계속 좋아했어 ~고백실행위원회~,야나기자와 테츠야,(주)디스테이션,2016-09-29,장편,일본,77,120601500,16187,"44,643,000","5,755",애니메이션,전체관람가,일반영화
토마스와 친구들 - 극장판 2,그렉 티어넌,에이원엔터테인먼트,2010-06-10,장편,미국,92,114484452,16186,"39,141,500","5,228",애니메이션,전체관람가,일반영화
파티마의 기적,마르코 폰테코르보,(주)디스테이션,2020-12-03,장편,미국,162,129475600,16183,"40,968,000","5,267",드라마,12세관람가,독립/예술영화
초미의 관심사,남연우,(주)트리플픽쳐스,2020-05-27,장편,한국,380,128698360,16137,"48,236,840","5,682",드라마,15세관람가,독립/예술영화
위 베어 베어스: 베이비 베어스,매니 에르난데스,(주)팝엔터테인먼트,2018-05-24,장편,미국,300,125617200,16136,"27,555,800","3,156",애니메이션,전체관람가,독립/예술영화
오필리아,클레어 맥카시,(주)홈초이스,2021-07-14,장편,미국,117,141669640,16124,"79,210,830","8,733",멜로/로맨스,15세관람가,독립/예술영화
카운터페이터,스테판 루조비츠키,미디어소프트,2008-07-03,장편,기타,10,106842500,16095,"57,555,000","8,387",범죄,15세관람가,독립/예술영화
베이트,킴블 렌달,(주)팝파트너스,2013-08-08,장편,기타,59,108522500,16091,"36,014,000","5,317",공포(호러),15세관람가,일반영화
호크니,랜달 라이트,그린나래미디어(주),2019-08-08,장편,영국,44,134046852,16070,"95,676,652","10,993",다큐멘터리,12세관람가,독립/예술영화
셀마,에바 두버네이,찬란,2015-07-23,장편,미국,48,117488324,16029,"71,685,524","9,357",드라마,12세관람가,독립/예술영화
오구,이윤택,마오필름(주),2003-11-28,장편,한국,0,0,16000,0,"12,934",드라마,15세관람가,독립/예술영화
플루토에서 아침을,닐 조단,프리비젼엔터테인먼트,2007-04-05,장편,영국,0,0,16000,0,"13,869",드라마,15세관람가,독립/예술영화
어웨이 프롬 허,사라 폴리,(유)마스엔터테인먼트코리아,2008-03-27,장편,기타,4,105612657,15997,"99,610,500","14,922",멜로/로맨스,12세관람가,독립/예술영화
빈 디젤의 디아블로,F. 게리 그레이,(주)씨네월드,2003-10-02,장편,미국,0,0,15989,0,"8,105",액션,청소년관람불가,일반영화
스파이 게임,마이클 앱티드,플러스엠 엔터테인먼트,2017-09-14,장편,영국,203,122840172,15986,"55,357,172","6,990",액션,15세관람가,일반영화
헤로니모,전후석,커넥트픽쳐스(주),2019-11-21,장편,한국,68,117270720,15982,"57,687,840","7,293",다큐멘터리,전체관람가,독립/예술영화
십계: 구원의 길,알렉상드르 아반치니,(주)키다리이엔티,2017-04-13,장편,기타,97,104079500,15974,"31,527,000","4,524",드라마,전체관람가,독립/예술영화
매직키드 보보,니잠 라작,(주)박수엔터테인먼트,2017-03-01,장편,기타,219,119693200,15968,"18,904,200","2,288",애니메이션,전체관람가,독립/예술영화
호비와 매직 아일랜드,"카와마타 히로시,히로 타카시마",(주)머스트씨무비릴리징컴퍼니,2018-06-06,장편,일본,114,114264000,15942,"23,334,000","3,058",애니메이션,전체관람가,일반영화
사랑하고 사랑받고 차고 차이고,미키 타카히로,주식회사 컨텐츠썬,2021-06-16,장편,일본,155,143259400,15916,"61,544,300","6,713",드라마,12세관람가,독립/예술영화
마왕의 딸 이리샤,장형윤,(주)싸이더스,2019-09-26,장편,한국,314,113205980,15894,"26,419,740","3,133",애니메이션,전체관람가,독립/예술영화
극장판 살아남기 시리즈: 인체에서 살아남기,"나스카와 미츠루,이리요시 사토루",(주)씨제이이엔엠,2022-08-10,장편,일본,174,149305000,15892,"46,680,000","4,792",애니메이션,전체관람가,일반영화
더 웨이브,로아 우타우,(주)팝엔터테인먼트,2016-07-13,장편,기타,140,124772321,15890,"38,028,721","4,731",액션,12세관람가,독립/예술영화
아기돼지 3형제와 쿵푸랜드,유위,와이드 릴리즈(주),2018-02-01,장편,중국,154,103627100,15885,"11,042,000","1,443",애니메이션,전체관람가,일반영화
어바웃 리키,조나단 드미,유니버설픽쳐스인터내셔널 코리아(유),2015-09-03,장편,미국,123,118503900,15867,"65,677,000","8,381",드라마,15세관람가,일반영화
로코왕국의 전설: 엘프킹을 찾아서,위성준,(주)마인스 엔터테인먼트,2014-06-26,장편,중국,178,105367100,15846,"23,260,900","3,008",애니메이션,전체관람가,독립/예술영화
키즈모노가타리 II : 열혈편,신보 아키유키,(주)박수엔터테인먼트,2016-10-20,장편,일본,69,122123000,15800,"52,167,000","6,573",애니메이션,15세관람가,일반영화
극장판 샤이닝스타:새로운 루나퀸의 탄생!,"박일호,정지훈,이승호",(주)리틀빅픽쳐스,2019-07-18,장편,한국,117,129098700,15785,"43,398,300","5,221",애니메이션,전체관람가,일반영화
행복한 라짜로,알리체 로르와커,주식회사 슈아픽처스,2019-06-20,장편,기타,35,126086740,15762,"92,935,240","10,775",드라마,12세관람가,독립/예술영화
더 스퀘어,루벤 외스틀룬드,아이 엠,2018-08-02,장편,기타,43,127041900,15720,"87,833,600","10,214",코미디,15세관람가,독립/예술영화
러브토크,이윤기,(주)씨제이이엔엠,2005-11-11,장편,한국,0,0,15719,0,"8,534",멜로/로맨스,청소년관람불가,일반영화
뱅드림! 로젤리아 에피소드 Ⅱ : 송 아이 엠,카키모토 코다이,(주)애니플러스,2021-09-09,장편,일본,86,146042240,15698,"61,636,890","6,245",애니메이션,전체관람가,일반영화
웨스턴 리벤지,크리스티안 레브링,(주)영화사 빅,2014-10-30,장편,기타,117,119414000,15671,"50,448,100","6,374",액션,청소년관람불가,독립/예술영화
모스트 원티드 맨,안톤 코르빈,(주)드림웨스트픽쳐스,2014-08-07,장편,영국,27,127325100,15654,"90,757,500","11,163",스릴러,청소년관람불가,독립/예술영화
밥정,박혜령,(주)엣나인필름,2020-10-07,장편,한국,182,123204940,15650,"76,969,530","9,458",다큐멘터리,전체관람가,독립/예술영화
와일드 로즈,톰 하퍼,판씨네마(주),2019-10-17,장편,영국,152,117838040,15650,"68,407,560","8,698",드라마,15세관람가,독립/예술영화
킹 오브 프리즘 -샤이니 세븐 스타즈-,히시다 마사카즈,동우에이앤이(주),2019-03-07,장편,일본,43,135322210,15597,"95,286,440","10,773",애니메이션,12세관람가,일반영화
펀치 드렁크 러브,폴 토마스 앤더슨,콜럼비아트라이스타,2003-05-08,장편,미국,0,0,15594,0,"10,421",멜로/로맨스,15세관람가,독립/예술영화
마틴 에덴,피에트로 마르첼로,알토미디어(주),2020-10-29,장편,기타,60,143383430,15593,"105,415,830","11,136",드라마,12세관람가,독립/예술영화
일루셔니스트,실뱅 쇼메,(주)에스와이코마드,2011-06-16,장편,프랑스,17,121470100,15589,"100,974,100","12,654",애니메이션,전체관람가,독립/예술영화
토일렛,오기가미 나오코,(주)영화사 조제,2010-12-02,장편,일본,7,116321072,15576,"108,633,000","14,355",드라마,전체관람가,독립/예술영화
런던 블러바드,윌리엄 모나한,(주)팝파트너스,2012-09-20,장편,미국,131,107401000,15539,"56,035,500","8,170",범죄,15세관람가,일반영화
추적,케네스 브래너,(주)영화사구안,2008-11-20,장편,영국,1,100712381,15501,"98,970,500","15,206",미스터리,15세관람가,일반영화
이다,파벨 파블리코브스키,시네마 뉴원,2015-02-18,장편,기타,34,118657345,15493,"68,830,545","8,690",드라마,15세관람가,독립/예술영화
스팀보이,오토모 가츠히로,대원씨앤에이홀딩스,2005-08-04,장편,일본,0,0,15485,0,"11,640",애니메이션,전체관람가,일반영화
라라와 움직이는 비밀의 숲,왕운비,(주)박수엔터테인먼트,2019-08-22,장편,중국,237,111951960,15484,"9,605,750","1,199",애니메이션,전체관람가,일반영화
파리의 딜릴리,미셸 오슬로,오드,2019-05-29,장편,프랑스,36,130301587,15440,"103,665,107","12,061",애니메이션,전체관람가,독립/예술영화
브레이브 언더 파이어,기타,(주)박수엔터테인먼트,2021-03-17,장편,기타,203,122427400,15435,"29,972,800","4,044",액션,12세관람가,일반영화
아메리칸 파이: 19금 동창회,"존 허위츠,헤이든 쉬로스버그",유니버설픽쳐스인터내셔널 코리아(유),2012-08-09,장편,미국,117,113072000,15431,"47,566,500","6,164",코미디,청소년관람불가,일반영화
조,드레이크 도리머스,(주)팝엔터테인먼트,2019-07-11,장편,미국,69,127481096,15429,"83,601,216","9,788",멜로/로맨스,15세관람가,독립/예술영화
쌍웅,진목승,(주)신도필림,2003-10-10,장편,기타,0,0,15400,0,"18,000",액션,15세관람가,일반영화
빛나는 순간,소준문,(주)명필름,2021-06-30,장편,한국,267,129246670,15389,"44,678,770","5,033",드라마,12세관람가,독립/예술영화
블랙핑크 더 무비,"오윤동,정수이",씨제이포디플렉스 주식회사,2021-08-04,장편,한국,147,200750000,15387,"95,239,500","7,247",공연,전체관람가,일반영화
극장판 요괴워치: 포에버 프렌즈,타카하시 시게하루,(주)씨제이이엔엠,2020-10-15,장편,일본,422,120684750,15386,"15,573,740","1,840",애니메이션,전체관람가,일반영화
볼츠와 블립,피터 레페니오티스,(주)씨제이이엔엠,2012-02-23,장편,한국,61,161329000,15386,"43,956,000","4,113",애니메이션,전체관람가,일반영화
더블패티,백승환,(주)케이티알파,2021-02-17,장편,한국,265,132609660,15383,"58,155,590","6,701",드라마,15세관람가,일반영화
극장판 날아라! 호빵맨 : 바나나섬을 되찾아줘,야노 히로유키,와이드 릴리즈(주),2014-06-19,장편,일본,235,104193000,15382,"15,614,300","2,135",애니메이션,전체관람가,독립/예술영화
배드 지니어스,나타우트 푼프리야,(주)팝엔터테인먼트,2017-11-02,장편,기타,200,120082336,15319,"67,369,136","8,285",스릴러,15세관람가,독립/예술영화
아스테릭스: 신들의 전당,"루이 클리시,알렉상드르 아스티에",(주)나이너스엔터테인먼트,2015-04-30,장편,프랑스,104,108464000,15315,"39,258,600","5,139",애니메이션,전체관람가,일반영화
프로페서 앤 매드맨,P.B. 셰므란,그린나래미디어(주),2021-06-02,장편,미국,320,129813510,15289,"61,510,030","7,187",드라마,15세관람가,독립/예술영화
꼬마 유령,알랑 그스포너,(주)영화사오원,2015-06-11,장편,독일,176,110213300,15276,"25,780,300","3,466",판타지,전체관람가,독립/예술영화
아이 인 더 스카이,개빈 후드,판씨네마(주),2016-07-14,장편,영국,205,116603200,15258,"54,966,300","6,999",전쟁,12세관람가,일반영화
쁘띠 마망,셀린 시아마,찬란,2021-10-07,장편,프랑스,97,138444540,15252,"93,476,350","9,785",드라마,전체관람가,독립/예술영화
아무도 머물지 않았다,아쉬가르 파라디,(주)씨에이씨엔터테인먼트,2013-12-26,장편,프랑스,26,114641500,15252,"82,955,000","10,483",드라마,15세관람가,독립/예술영화
스톤,존 커랜,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2011-10-06,장편,미국,77,116295000,15241,"51,204,000","6,305",드라마,청소년관람불가,일반영화
핑크퐁 시네마 콘서트 : 우주대탐험,변희선,더핑크퐁컴퍼니(주),2020-01-30,장편,한국,182,118488500,15229,"28,184,000","3,700",애니메이션,전체관람가,일반영화
삽질,김병기,(주)엣나인필름,2019-11-14,장편,한국,171,120829530,15228,"56,470,760","6,741",다큐멘터리,12세관람가,독립/예술영화
워 위드 그랜파,팀 힐,(주)키다리이엔티,2021-02-24,장편,미국,322,125136310,15214,"50,128,770","6,268",코미디,12세관람가,독립/예술영화
비우티풀,알레한드로 곤잘레스 이냐리투,필라멘트픽쳐스,2011-10-13,장편,기타,21,118874100,15213,"90,636,600","11,299",드라마,청소년관람불가,독립/예술영화
해수의 아이,와타나베 아유무,(주)영화사오원,2020-09-30,장편,일본,76,139987850,15211,"77,304,740","7,749",애니메이션,전체관람가,독립/예술영화
토마스와 친구들: 잃어버린 왕관,롭 실베스트리,(주)씨제이이엔엠,2014-11-13,장편,영국,110,110482700,15202,"21,878,400","2,803",애니메이션,전체관람가,일반영화
몬스터 싱어: 매직 인 파리,비보 베르즈롱,(주)다날엔터테인먼트,2022-05-26,장편,프랑스,266,128787720,15187,"16,153,400","1,683",애니메이션,전체관람가,독립/예술영화
메리 미,캣 코이로,유니버설픽쳐스인터내셔널 코리아(유),2022-03-16,장편,미국,179,99754800,15164,"64,310,500","10,969",멜로/로맨스,12세관람가,일반영화
슈퍼 베어,기타,와이드 릴리즈(주),2020-01-15,장편,미국,227,106064760,15164,"18,694,400","2,334",액션,전체관람가,독립/예술영화
스턱 인 러브,조쉬 분,(주)앤드플러스미디어웍스,2014-02-20,장편,미국,46,105165000,15147,"39,313,000","5,703",코미디,15세관람가,독립/예술영화
텐텐,미키 사토시,(주)스폰지이엔티,2008-09-11,장편,일본,1,105409500,15135,"83,095,000","11,593",코미디,12세관람가,독립/예술영화
캡틴 샤키,허버트 베일란드,예지림엔터테인먼트,2018-11-22,장편,독일,175,106383150,15121,"21,014,200","2,462",애니메이션,전체관람가,독립/예술영화
청설,청펀펀,오드,2010-06-17,장편,기타,20,112668948,15116,"70,169,500","9,358",드라마,전체관람가,독립/예술영화
호비와 무지개 오아시스 대모험,히라바야시 이사무,(주)머스트씨무비릴리징컴퍼니,2017-09-07,장편,일본,103,104470000,15101,"21,292,000","2,985",애니메이션,전체관람가,일반영화
캥거루 잭,데이빗 맥낼리,워너브러더스 코리아(주),2003-09-26,장편,미국,0,0,15100,0,"5,300",코미디,전체관람가,일반영화
램,발디마르 요한손,오드,2021-12-29,장편,기타,123,140091110,15095,"82,947,670","8,579",공포(호러),15세관람가,독립/예술영화
런어웨이즈,플로리아 시지스몬디,(주)넥스트엔터테인먼트월드(NEW),2010-06-24,장편,미국,76,111779483,15088,"51,140,000","6,708",드라마,청소년관람불가,독립/예술영화
슈퍼소닉,매트 화이트크로스,주식회사 씨네룩스,2016-11-24,장편,영국,38,126445600,15074,"83,961,100","9,837",다큐멘터리,15세관람가,독립/예술영화
블루 발렌타인,데릭 시엔프랜스,(주)영화사 진진,2012-05-31,장편,미국,15,114887500,15053,"97,175,000","12,216",드라마,청소년관람불가,독립/예술영화
뷰티풀 라이,필리프 팔라도,(주)씨제이이엔엠,2015-03-26,장편,미국,91,112466200,15050,"60,091,500","7,900",드라마,12세관람가,독립/예술영화
호비와 후후의 대모험: 무지개꽃을 구하라,히라바야시 이사무,(주)머스트씨무비,2013-09-26,장편,일본,45,97632500,15050,"30,519,000","4,385",애니메이션,전체관람가,일반영화
라이드 : 나에게로의 여행,헬렌 헌트,(주)티캐스트,2015-07-16,장편,미국,29,123755700,15039,"97,098,900","11,239",드라마,15세관람가,독립/예술영화
크리드2,스티븐 카플 주니어,워너브러더스 코리아(주),2019-02-21,장편,미국,298,122284190,15023,"45,949,660","5,556",액션,12세관람가,일반영화
이케아 옷장에서 시작된 특별난 여행,켄 스콧,(주)스마일이엔티,2019-07-18,장편,프랑스,71,122340770,15019,"78,373,540","9,295",드라마,12세관람가,독립/예술영화
"틱, 틱... 붐!",린-마누엘 미란다,씨제이 씨지브이(CJ CGV)(주),2021-11-12,장편,미국,108,141985100,15019,"96,395,060","10,447",드라마,12세관람가,일반영화
행복한 사전,이시이 유야,씨네그루(주)다우기술,2014-02-20,장편,일본,25,117177600,15017,"99,422,500","12,484",드라마,전체관람가,독립/예술영화
치코와 리타,"페르난도 트루에바,하비에르 마리스칼,토노 에란도",찬란,2012-01-05,장편,기타,17,119535100,15001,"103,124,600","12,495",애니메이션,15세관람가,독립/예술영화
머나먼 사랑,마틴 캠벨,UIP코리아,2004-02-13,장편,미국,0,0,15000,0,"1,582",드라마,15세관람가,일반영화
프렌드 존,차야놉 분프라콥,(주)디스테이션,2019-10-30,장편,기타,104,118749200,14991,"45,947,000","5,770",멜로/로맨스,12세관람가,독립/예술영화
고양이를 빌려드립니다,오기가미 나오코,(주)영화사 조제,2012-12-13,장편,일본,9,115430500,14983,"95,190,000","11,976",드라마,12세관람가,독립/예술영화
캡틴 판타스틱,매트 로스,(주)팝엔터테인먼트,2016-11-30,장편,미국,86,114188400,14976,"60,702,800","7,649",드라마,15세관람가,독립/예술영화
버진 스노우,그렉 아라키,(주)영화사오원,2014-12-10,장편,프랑스,126,113076354,14964,"53,829,954","7,042",미스터리,청소년관람불가,독립/예술영화
로즈,짐 쉐리단,(주)박수엔터테인먼트,2017-04-12,장편,기타,125,113253541,14955,"56,567,241","7,246",멜로/로맨스,15세관람가,독립/예술영화
MB의 추억,김재환,스튜디오느림보,2012-10-18,장편,한국,5,112375100,14954,"78,323,600","9,844",다큐멘터리,15세관람가,독립/예술영화
레이디 채털리,파스칼 페랑,(주)영화사 진진,2007-07-11,장편,프랑스,0,0,14932,0,"11,654",멜로/로맨스,청소년관람불가,독립/예술영화
하나와 미소시루,아쿠네 토모아키,(주)영화사 진진,2016-04-27,장편,일본,104,112899538,14925,"68,959,238","8,790",가족,전체관람가,독립/예술영화
사랑이 이긴다,민병훈,(주)리틀빅픽쳐스,2015-09-10,장편,한국,48,114003900,14916,"39,686,100","4,988",가족,15세관람가,독립/예술영화
십개월의 미래,남궁선,그린나래미디어(주),2021-10-14,장편,한국,158,105627180,14915,"60,374,910","8,956",드라마,12세관람가,독립/예술영화
네스트,플로렝 에밀리오 시리,코리아픽쳐스(주),2003-08-14,장편,프랑스,0,0,14914,0,"7,913",액션,15세관람가,일반영화
브로큰 임브레이스,페드로 알모도바르,해피송,2009-11-19,장편,기타,6,113091983,14880,"98,694,000","12,936",드라마,청소년관람불가,독립/예술영화
토이 가디언즈,"신우,황연",(주)팝엔터테인먼트,2018-03-15,장편,중국,136,114322000,14857,"26,180,900","3,225",애니메이션,전체관람가,독립/예술영화
군산: 거위를 노래하다,장률,(주)트리플픽쳐스,2018-11-08,장편,한국,92,120752500,14848,"66,099,100","7,622",드라마,15세관람가,독립/예술영화
카센타,하윤재,(주)트리플픽쳐스,2019-11-27,장편,한국,138,112552000,14839,"33,433,340","3,842",범죄,15세관람가,독립/예술영화
이민자,제임스 그레이,주식회사 씨네룩스,2015-09-03,장편,미국,36,115862023,14807,"69,433,323","8,385",드라마,15세관람가,독립/예술영화
극장판 엉덩이 탐정: 텐텐마을의 수수께끼,시바타 히로키,(주)넥스트엔터테인먼트월드(NEW),2020-09-24,장편,일본,157,109191540,14799,"21,351,240","2,745",애니메이션,전체관람가,일반영화
"러블리, 스틸",니콜라스 패클러,(주)에스와이코마드,2010-12-23,장편,미국,8,116034067,14790,"99,700,500","12,662",드라마,12세관람가,독립/예술영화
나쁜놈은 죽는다,손호,TCO(주)더콘텐츠온,2016-02-04,장편,중국,138,115698700,14767,"25,446,500","2,972",코미디,15세관람가,일반영화
"하늘을 나는 강아지, 비포와 친구들",이도 엔젤,(주)팝엔터테인먼트,2014-03-13,장편,기타,142,99524400,14746,"23,210,300","3,072",애니메이션,전체관람가,일반영화
데드폴,스테판 루조비츠키,(주)에스비에스콘텐츠허브,2013-01-23,장편,미국,82,101887000,14744,"45,079,000","6,658",범죄,청소년관람불가,일반영화
비거 스플래쉬,루카 구아다그니노,찬란,2016-08-03,장편,기타,40,116255129,14711,"77,902,529","9,495",멜로/로맨스,청소년관람불가,독립/예술영화
69 식스티 나인,이상일,스폰지,2005-03-25,장편,일본,0,0,14711,0,"11,187",드라마,15세관람가,일반영화
빅 식,마이클 쇼월터,(주)리틀빅픽쳐스,2018-07-18,장편,미국,136,118693400,14697,"69,176,100","8,390",멜로/로맨스,15세관람가,독립/예술영화
