,영화명,배급사,개봉일,영화형태,국적,전국스크린수,전국 매출액,전국 관객수,장르,등급,영화구분,감독
2172,티켓 투 파라다이스,유니버설픽쳐스인터내셔널 코리아(유),2022-10-12,장편,미국,581,572962108,60001,멜로/로맨스,12세관람가,일반영화,올 파커
2176,더 레슬러,(주)넥스트엔터테인먼트월드(NEW),2009-03-05,장편,미국,145,407039802,59662,드라마,청소년관람불가,일반영화,대런 아로노프스키
2181,고 녀석 맛나겠다,(주)화앤담이엔티,2011-07-07,장편,일본,124,407827500,59374,애니메이션,전체관람가,일반영화,후지모리 마사야
2185,트럼보,그린나래미디어(주),2016-04-07,장편,미국,310,462652100,58784,드라마,15세관람가,독립/예술영화,제이 로치
2186,파더 앤 도터,(주)박수엔터테인먼트,2015-12-10,장편,미국,352,447097100,58704,드라마,15세관람가,일반영화,가브리엘 무치노
2187,소공녀,CGV아트하우스,2018-03-22,장편,한국,284,469303200,58653,멜로/로맨스,15세관람가,독립/예술영화,전고운
2188,애프터,판씨네마(주),2019-08-22,장편,미국,235,493655240,58645,드라마,15세관람가,독립/예술영화,제니 게이지
2191,순종,(재)CBS,2016-11-17,장편,한국,104,414028200,58027,다큐멘터리,전체관람가,독립/예술영화,김동민
2193,더 랍스터,(주)팝엔터테인먼트,2015-10-29,장편,영국,75,476877300,57721,판타지,청소년관람불가,독립/예술영화,요르고스 란티모스
2195,웃는 남자,씨너스엔터테인먼트(주),2013-03-28,장편,프랑스,170,403906500,57652,미스터리,15세관람가,독립/예술영화,장 피에르 아메리스
2196,사과,영화사청어람(주),2008-10-16,장편,한국,111,379387469,57525,드라마,15세관람가,독립/예술영화,강이관
2198,킬러들의 도시,(주)시너지하우스 (시너지),2009-03-05,장편,영국,85,394632089,57387,범죄,청소년관람불가,일반영화,마틴 맥도나
2200,듀 데이트,워너브러더스 코리아(주),2010-11-24,장편,미국,148,440189148,57308,코미디,청소년관람불가,독립/예술영화,토드 필립스
2202,마미,(주)엣나인필름,2014-12-18,장편,기타,84,454117600,57247,드라마,15세관람가,독립/예술영화,자비에 돌란
2205,다이애나,(주)영화사 빅,2014-03-06,장편,영국,279,402756100,56872,드라마,15세관람가,일반영화,올리버 히르비겔
2207,더 룸,(주)퍼스트런,2019-09-25,장편,프랑스,163,461964100,56787,미스터리,15세관람가,독립/예술영화,크리스티앙 볼크만
2209,드래곤 블레이드,롯데쇼핑㈜롯데엔터테인먼트,2015-03-12,장편,중국,264,427722800,56547,액션,15세관람가,독립/예술영화,이인항
2213,헌터 킬러,(주)키다리이엔티,2018-12-06,장편,미국,226,462748450,56350,액션,15세관람가,일반영화,도노반 마시
2214,마이 스파이,(주)이수C&E,2020-04-29,장편,미국,240,482594500,56282,액션,12세관람가,일반영화,피터 시걸
2215,우리집,롯데컬처웍스(주)롯데엔터테인먼트,2019-08-22,장편,한국,147,444391340,56087,드라마,전체관람가,독립/예술영화,윤가은
2217,더 보이,(주)리틀빅픽쳐스,2016-06-01,장편,미국,186,441611821,55875,공포(호러),15세관람가,독립/예술영화,윌리엄 브렌트 벨
2224,그물,(주)넥스트엔터테인먼트월드(NEW),2016-10-06,장편,한국,381,416593300,55342,드라마,15세관람가,독립/예술영화,김기덕
2225,드레스메이커,(주)리틀빅픽쳐스,2016-02-11,장편,기타,176,440059500,55330,드라마,15세관람가,독립/예술영화,조셀린 무어하우스
2228,위시 어폰,(주)이수C&E,2017-07-20,장편,미국,279,434148000,55110,공포(호러),15세관람가,일반영화,존 R. 레오네티
2229,대지진,필라멘트픽쳐스,2010-11-04,장편,중국,90,379043639,55000,드라마,전체관람가,일반영화,펑샤오강
2232,최면,(주)스마일이엔티,2021-03-24,장편,한국,506,501754120,54927,공포(호러),15세관람가,독립/예술영화,최재훈
2234,헤이와이어,씨너스엔터테인먼트(주),2012-07-05,장편,미국,200,384196324,54511,액션,15세관람가,일반영화,스티븐 소더버그
2237,왓칭,(주)리틀빅픽쳐스,2019-04-17,장편,한국,488,456558262,54410,공포(호러),15세관람가,일반영화,김성기
2238,살인소설,씨너스엔터테인먼트(주),2012-11-15,장편,미국,186,394724176,54239,미스터리,청소년관람불가,일반영화,스콧 데릭슨
2239,사일런스,(주)이수C&E,2019-07-17,장편,미국,456,463969062,54158,공포(호러),15세관람가,일반영화,존 R. 레오네티
2241,산상수훈,이언픽쳐스,2017-12-07,장편,한국,71,408105790,54004,드라마,전체관람가,독립/예술영화,유영의
2246,개구리왕국,예지림엔터테인먼트,2015-11-12,장편,중국,227,362895100,53576,애니메이션,전체관람가,일반영화,넬슨 신
2247,베스트 엑조틱 메리골드 호텔,이십세기폭스코리아(주),2012-07-12,장편,영국,149,379972500,53555,코미디,15세관람가,독립/예술영화,존 매든
2248,인 디 에어,CJ ENM,2010-03-11,장편,미국,53,412946426,53423,드라마,15세관람가,일반영화,제이슨 라이트맨
2251,디센던트,이십세기폭스코리아(주),2012-02-16,장편,미국,114,407991800,53103,코미디,15세관람가,독립/예술영화,알렉산더 페인
2253,블랙 가스펠,(주)넥스트엔터테인먼트월드(NEW),2013-11-14,장편,한국,143,364990500,52852,드라마,전체관람가,독립/예술영화,히즈엠티 선교회
2255,워,롯데쇼핑㈜롯데엔터테인먼트,2008-02-28,장편,미국,137,342294500,52787,스릴러,청소년관람불가,일반영화,필립 G. 애트웰
2259,머니백,(주)리틀빅픽쳐스,2018-04-12,장편,한국,472,411511600,52618,액션,15세관람가,일반영화,허준형
2260,폭풍전야,(주)성원아이컴,2010-04-01,장편,한국,134,393501207,52597,드라마,청소년관람불가,일반영화,조창호
2261,프랭크,(주)영화사 진진,2014-09-25,장편,영국,208,410015145,52488,코미디,15세관람가,독립/예술영화,레니 에이브러햄슨
2262,호프 스프링즈,(주)시너지하우스 (시너지),2013-04-04,장편,미국,179,368939500,52426,멜로/로맨스,청소년관람불가,일반영화,데이빗 프랭클
2263,캔디맨,유니버설픽쳐스인터내셔널 코리아(유),2021-09-22,장편,미국,608,509775750,52340,미스터리,15세관람가,일반영화,니아 다코스타
2264,더 비지트,유니버설픽쳐스인터내셔널 코리아(유),2015-10-15,장편,미국,279,403435581,52197,스릴러,15세관람가,일반영화,M. 나이트 샤말란
2266,너의 췌장을 먹고 싶어,(주)넥스트엔터테인먼트월드(NEW),2018-11-15,장편,일본,319,408562605,52161,애니메이션,12세관람가,독립/예술영화,우시지마 신이치로
2268,꼬마영웅 경찰차 프로디,예지림엔터테인먼트,2013-04-11,장편,기타,229,343590000,52154,애니메이션,전체관람가,독립/예술영화,라스무스 A. 실버르센
2269,포인트 블랭크,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2011-07-13,장편,프랑스,153,397470300,52094,스릴러,청소년관람불가,독립/예술영화,프레드 카바예
2273,매혹당한 사람들,유니버설픽쳐스인터내셔널 코리아(유),2017-09-06,장편,미국,395,393548500,51867,스릴러,15세관람가,독립/예술영화,소피아 코폴라
2275,프리키 데스데이,유니버설픽쳐스인터내셔널 코리아(유),2020-11-25,장편,미국,631,451260690,51816,코미디,청소년관람불가,일반영화,크리스토퍼 랜던
2277,스트레스를 부르는 그 이름 직장상사,워너브러더스 코리아(주),2011-11-17,장편,미국,117,404070500,51646,코미디,청소년관람불가,일반영화,세스 고든
2278,오싱,(주)팝엔터테인먼트,2013-12-05,장편,일본,233,334512500,51637,드라마,전체관람가,독립/예술영화,토가시 신
2279,킬러 인사이드 미,(주)프라임엔터테인먼트,2010-07-07,장편,미국,121,391822268,51555,범죄,청소년관람불가,독립/예술영화,마이클 윈터바텀
2281,아웃포스트,(주)제이앤씨미디어그룹,2020-09-23,장편,미국,454,428533870,51381,전쟁,15세관람가,일반영화,로드 루리
2282,언어의 정원,(주)미디어캐슬,2013-08-14,장편,일본,64,384597200,51337,애니메이션,12세관람가,독립/예술영화,신카이 마코토
2283,킬 미,(주)싸이더스,2009-11-05,장편,한국,172,390480657,51304,멜로/로맨스,청소년관람불가,일반영화,양종현
2285,트리 오브 라이프,(주)에스비에스콘텐츠허브,2011-10-27,장편,미국,125,369070500,51228,드라마,15세관람가,독립/예술영화,테렌스 맬릭
2288,콜레트,(주)넥스트엔터테인먼트월드(NEW),2019-03-27,장편,영국,169,409004989,51149,드라마,15세관람가,독립/예술영화,워시 웨스트모어랜드
2291,더 씽,(주)싸이더스,2012-06-14,장편,미국,174,367519589,50839,공포(호러),15세관람가,일반영화,매티스 반 헤이닌겐 주니어
2297,비밀,CGV아트하우스,2015-10-15,장편,한국,305,369339300,50196,미스터리,15세관람가,일반영화,박은경
2298,인시디어스,(주)쇼박스,2012-09-13,장편,미국,178,357783500,50163,공포(호러),15세관람가,일반영화,제임스 완
2300,언더더씨,(주)팝엔터테인먼트,2017-06-22,장편,미국,163,382413600,49958,애니메이션,전체관람가,일반영화,에반 트라멜
2301,레드라이트,(주)씨제이이엔엠,2012-08-23,장편,기타,197,355743500,49925,미스터리,15세관람가,일반영화,로드리고 코르테스
2303,마음이 외치고 싶어해,주식회사 온 피크,2016-03-30,장편,일본,122,405746600,49813,애니메이션,12세관람가,독립/예술영화,나가이 타츠유키
2305,살인소설,(주)스톰픽쳐스코리아,2018-04-25,장편,한국,434,392591200,49682,스릴러,15세관람가,독립/예술영화,김진묵
2314,더 킥,(주)쇼박스,2011-11-03,장편,한국,153,331287500,48396,액션,12세관람가,일반영화,이종석
2317,데자뷰,(주)키다리이엔티,2018-05-30,장편,한국,536,360833100,48279,미스터리,15세관람가,일반영화,고경민
2319,우리들,(주)엣나인필름,2016-06-16,장편,한국,76,358799960,48223,드라마,전체관람가,독립/예술영화,윤가은
2325,잘못된 만남,토이 엔터테인먼트,2008-07-10,장편,한국,132,308898000,47557,드라마,15세관람가,일반영화,정영배
2326,온리 더 브레이브,㈜코리아스크린,2018-03-07,장편,미국,301,373727300,47540,드라마,12세관람가,일반영화,조셉 코신스키
2330,작은 연못,기타,2010-04-15,장편,한국,80,317197695,47160,드라마,15세관람가,독립/예술영화,이상우
2331,뜨거운 안녕,(주)나이너스엔터테인먼트,2013-05-30,장편,한국,172,315291000,47105,드라마,12세관람가,일반영화,남택수
2334,에코,(주)프라임엔터테인먼트,2009-05-28,장편,미국,139,302933039,46884,드라마,15세관람가,일반영화,얌 라라나스
2338,이스케이프,(주)넥스트엔터테인먼트월드(NEW),2015-11-05,장편,미국,264,356672000,46781,액션,15세관람가,일반영화,존 에릭 도들
2346,마더!,롯데쇼핑㈜롯데엔터테인먼트,2017-10-19,장편,미국,398,366642382,46469,드라마,청소년관람불가,일반영화,대런 아로노프스키
2347,심야식당 2,(주)디스테이션,2017-06-08,장편,일본,235,364773900,46468,드라마,12세관람가,독립/예술영화,마츠오카 조지
2358,더 파더,판씨네마(주),2021-04-07,장편,영국,348,384940000,45900,드라마,12세관람가,독립/예술영화,플로리안 젤러
2359,된장,CJ ENM,2010-10-21,장편,한국,112,339506355,45896,미스터리,12세관람가,일반영화,이서군
2360,퍼펙트 센스,(주)아이엠비씨,2011-11-24,장편,영국,124,343990100,45865,멜로/로맨스,15세관람가,독립/예술영화,데이빗 맥킨지
2361,히어애프터,워너브러더스 코리아(주),2011-03-24,장편,미국,112,336316000,45755,드라마,12세관람가,일반영화,클린트 이스트우드
2363,설계,(주)팝엔터테인먼트,2014-09-18,장편,한국,257,347188800,45638,스릴러,청소년관람불가,일반영화,박창진
2365,미운오리새끼,롯데쇼핑㈜롯데엔터테인먼트,2012-08-30,장편,한국,167,308009500,45454,드라마,15세관람가,일반영화,곽경택
2367,스페어,(주)필름더데이즈,2008-08-28,장편,한국,62,299701000,45290,액션,15세관람가,일반영화,이성한
2371,한 번 더 해피엔딩,(주)팝엔터테인먼트,2015-04-08,장편,미국,231,348096551,45166,멜로/로맨스,15세관람가,독립/예술영화,마크 로렌스
2377,킹메이커,(주)시너지하우스 (시너지),2012-04-19,장편,미국,95,340466000,44689,드라마,15세관람가,일반영화,조지 클루니
2378,호두까기인형 3D,(주)나이너스엔터테인먼트,2013-01-03,장편,미국,132,298444000,44677,가족,전체관람가,일반영화,안드레이 콘찰로프스키
2379,저스티스,(주)쇼박스,2012-03-15,장편,미국,142,329594500,44546,액션,청소년관람불가,일반영화,로저 도널드슨
2383,플로이,(주)스마일이엔티,2018-08-15,장편,기타,242,329325300,44141,애니메이션,전체관람가,독립/예술영화,아르니 올라푸르 아스게이르손
2385,허슬러,(주)제이앤씨미디어그룹,2019-11-27,장편,미국,445,358501960,44071,범죄,청소년관람불가,일반영화,로렌 스카파리아
2386,프랑켄위니,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2012-10-11,장편,미국,226,365356000,43978,애니메이션,12세관람가,일반영화,팀 버튼
2388,혈투,(주)싸이더스,2011-02-24,장편,한국,169,329280000,43947,액션,15세관람가,일반영화,박훈정
2389,신주쿠 사건,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-06-18,장편,기타,104,289750076,43881,액션,청소년관람불가,일반영화,이동승
2392,컴백홈,(주)제이앤씨미디어그룹,2022-10-05,장편,한국,603,386265079,43688,드라마,15세관람가,일반영화,이연우
2395,울브스,(주)프레인글로벌,2014-11-13,장편,미국,291,313204669,43613,판타지,15세관람가,일반영화,데이비드 헤이터
2396,아일라,(주)영화사 빅,2018-06-21,장편,기타,371,331882900,43612,드라마,15세관람가,독립/예술영화,칸 울카이
2397,약장수,(주)대명문화공장,2015-04-23,장편,한국,282,313238400,43562,드라마,15세관람가,일반영화,조치언
2398,파바로티,오드,2020-01-01,장편,영국,85,348527658,43486,다큐멘터리,12세관람가,독립/예술영화,론 하워드
2402,업사이드,(주)디스테이션,2019-06-13,장편,미국,188,365579100,43265,코미디,12세관람가,독립/예술영화,닐 버거
2405,꼬마돼지 베이브의 대모험,(주)박수엔터테인먼트,2017-06-15,장편,독일,312,293359100,42879,애니메이션,전체관람가,독립/예술영화,테레사 스트로젝
2408,스페이스 독,예지림엔터테인먼트,2012-03-22,장편,기타,148,282088000,42720,애니메이션,전체관람가,일반영화,스비야토슬라브 우샤코프
2409,호스트,(주)넥스트엔터테인먼트월드(NEW),2013-04-04,장편,미국,244,298122000,42708,SF,15세관람가,일반영화,앤드류 니콜
2411,아네트,그린나래미디어(주),2021-10-27,장편,프랑스,330,361863130,42424,드라마,15세관람가,독립/예술영화,레오스 카락스
2420,더 와이프,(주)팝엔터테인먼트,2019-02-27,장편,영국,106,319839451,41525,드라마,15세관람가,독립/예술영화,비욘 룬게
2422,스푹스:MI5,(주)영화사 빅,2016-03-17,장편,영국,341,316642549,41416,액션,15세관람가,일반영화,바랫 낼러리
2424,나쁜 이웃들,유니버설픽쳐스인터내셔널 코리아(유),2014-07-03,장편,미국,129,335244700,41301,코미디,청소년관람불가,일반영화,니콜라스 스톨러
2425,스니치,(주)마인스 엔터테인먼트,2013-05-09,장편,미국,153,286388500,41242,액션,15세관람가,일반영화,릭 로먼 워
2427,여름날 우리,찬란,2021-08-25,장편,중국,262,371383720,41138,코미디,12세관람가,독립/예술영화,한톈
2430,배반의 장미,롯데컬처웍스(주)롯데엔터테인먼트,2018-10-18,장편,한국,457,332232550,41054,코미디,15세관람가,일반영화,박진영
2431,레이디버그,(주)삼지애니메이션,2017-02-22,장편,한국,172,310291500,41041,애니메이션,전체관람가,일반영화,장성
2433,레플리카,(주)제이앤씨미디어그룹,2019-09-25,장편,미국,360,324884230,40985,범죄,15세관람가,일반영화,제프리 나흐마노프
2434,도화선,㈜스튜디오이쩜영,2008-06-12,장편,기타,135,223255000,40978,액션,청소년관람불가,일반영화,엽위신
2435,더 포리너,(주)더블앤조이픽쳐스,2018-02-07,장편,영국,156,328887800,40882,액션,15세관람가,일반영화,마틴 캠벨
2437,하트 브레이커,씨너스엔터테인먼트(주),2012-04-19,장편,프랑스,176,296750000,40793,코미디,15세관람가,독립/예술영화,파스칼 쇼메유
2444,데모닉,(주)와우픽쳐스,2015-06-25,장편,미국,146,308839100,40519,공포(호러),15세관람가,독립/예술영화,윌 캐논
2446,모탈 컴뱃,워너브러더스 코리아(주),2021-04-08,장편,미국,702,417212150,40461,액션,청소년관람불가,일반영화,기타
2454,토마스와 친구들 - 극장판,(주)코카반,2009-04-09,장편,영국,67,235596482,40058,애니메이션,전체관람가,일반영화,스티브 애스퀴스
2456,세이프 헤이븐,(주)팝엔터테인먼트,2013-11-06,장편,미국,133,281331000,39731,멜로/로맨스,15세관람가,독립/예술영화,라세 할스트롬
2458,리스타트,(주)넥스트엔터테인먼트월드(NEW),2021-03-11,장편,미국,529,353392620,39472,액션,15세관람가,일반영화,조 카나한
2461,그레이브 인카운터,(주)팝엔터테인먼트,2012-08-01,장편,기타,63,277970000,39266,공포(호러),15세관람가,일반영화,더 비셔우스 브라더스
2467,메기,(주)엣나인필름,2019-09-26,장편,한국,155,328164828,38853,미스터리,15세관람가,독립/예술영화,이옥섭
2470,동급생,(주)박수엔터테인먼트,2016-05-19,장편,일본,100,280704500,38706,애니메이션,15세관람가,독립/예술영화,나카무라 쇼코
2471,끝과 시작,롯데쇼핑㈜롯데엔터테인먼트,2013-04-04,장편,한국,185,272411000,38432,멜로/로맨스,청소년관람불가,독립/예술영화,민규동
2472,나의 그리스식 웨딩 2,(주)이수C&E,2016-03-30,장편,미국,327,288215300,38305,코미디,15세관람가,일반영화,커크 존스
2473,몬스터 파크,(주)박수엔터테인먼트,2019-01-23,장편,영국,344,275767940,38262,애니메이션,전체관람가,독립/예술영화,안드레스 코투리어
2474,정글번치: 너구리 해적단과 보물지도,(주)팝엔터테인먼트,2015-06-25,장편,프랑스,247,272076100,38219,애니메이션,전체관람가,독립/예술영화,에즈라 와이즈
2475,트릭,(주)스톰픽쳐스코리아,2016-07-13,장편,한국,390,297315300,38155,스릴러,15세관람가,일반영화,이창열
2476,신은 죽지 않았다,주식회사 마운틴픽쳐스,2015-04-16,장편,미국,137,281738000,38149,드라마,12세관람가,독립/예술영화,해롤드 크론크
2482,타이밍,(주)스톰픽쳐스코리아,2015-12-10,장편,한국,196,284085200,37711,애니메이션,15세관람가,독립/예술영화,민경조
2483,아이,롯데컬처웍스(주)롯데엔터테인먼트,2021-02-10,장편,한국,504,297568920,37637,드라마,15세관람가,일반영화,김현탁
2488,다키스트 아워,유니버설픽쳐스인터내셔널 코리아(유),2018-01-17,장편,영국,233,282157800,37300,드라마,12세관람가,독립/예술영화,조 라이트
2489,툴리,(주)리틀빅픽쳐스,2018-11-22,장편,기타,161,302483000,37241,드라마,15세관람가,일반영화,제이슨 라이트맨
2490,레미니센스,워너브러더스 코리아(주),2021-08-25,장편,미국,548,343858500,37227,SF,12세관람가,일반영화,리사 조이
2492,사이드 이펙트,롯데쇼핑㈜롯데엔터테인먼트,2013-07-11,장편,미국,172,258658000,37134,스릴러,청소년관람불가,일반영화,스티븐 소더버그
2495,애프터: 그 후,판씨네마(주),2020-10-07,장편,미국,420,304956040,36962,멜로/로맨스,15세관람가,일반영화,로저 컴블
2498,백프로,(주)마인스 엔터테인먼트,2014-04-03,장편,한국,236,275138600,36792,코미디,15세관람가,일반영화,김명균
2499,반딧불이 딘딘,(주)박수엔터테인먼트,2018-02-22,장편,중국,303,259903900,36737,애니메이션,전체관람가,독립/예술영화,등위봉
2504,다크 하우스,(주)스톰픽쳐스코리아,2017-06-22,장편,미국,278,295604100,36350,공포(호러),청소년관람불가,독립/예술영화,대런 린 보우즈만
2508,콜 오브 와일드,월트디즈니컴퍼니코리아 유한책임회사,2020-05-14,장편,미국,505,306118500,36245,어드벤처,12세관람가,일반영화,크리스 샌더스
2509,어나더 라운드,(주)엣나인필름,2022-01-19,장편,기타,175,335050390,36126,코미디,15세관람가,독립/예술영화,토마스 빈터베르그
2515,반지의 제왕 : 반지원정대 (확장판),(주)디스테이션,2017-01-11,장편,기타,74,470027900,35758,판타지,12세관람가,일반영화,피터 잭슨
2520,스파키,예지림엔터테인먼트,2018-04-12,장편,한국,312,257040200,35436,애니메이션,전체관람가,일반영화,아론 우들리
2523,우리의 20세기,그린나래미디어(주),2017-09-27,장편,미국,98,287148600,35296,드라마,15세관람가,독립/예술영화,마이크 밀스
2525,어른들은 몰라요,(주)리틀빅픽쳐스,2021-04-15,장편,한국,209,340307750,35264,드라마,청소년관람불가,독립/예술영화,이환
2526,위핏,롯데쇼핑㈜롯데엔터테인먼트,2010-02-18,장편,미국,124,225133182,35241,드라마,12세관람가,일반영화,드류 베리모어
2530,엘르,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-06-15,장편,프랑스,56,276952100,35122,드라마,청소년관람불가,독립/예술영화,폴 버호벤
2532,"그 시절, 우리가 좋아했던 소녀",(주)이놀미디어,2012-08-22,장편,기타,113,248335570,34995,멜로/로맨스,15세관람가,독립/예술영화,구파도
2534,드래곤 헌터,롯데쇼핑㈜롯데엔터테인먼트,2013-01-24,장편,프랑스,105,219090000,34984,애니메이션,전체관람가,일반영화,기욤 이베르넬
2540,뫼비우스,(주)넥스트엔터테인먼트월드(NEW),2013-09-05,장편,한국,128,250644579,34740,드라마,청소년관람불가,독립/예술영화,김기덕
2541,빠삐용,(주)드림팩트엔터테인먼트,2019-02-27,장편,미국,191,275814950,34638,범죄,15세관람가,독립/예술영화,마이클 노어
2548,봄날,(주)콘텐츠판다,2022-04-27,장편,한국,455,239876830,34236,드라마,15세관람가,독립/예술영화,이돈구
2549,더 플랜,(주)엣나인필름,2017-04-20,장편,한국,156,263526895,34225,다큐멘터리,15세관람가,독립/예술영화,최진성
2554,빅 웨딩,(주)나이너스엔터테인먼트,2013-06-27,장편,미국,166,231885500,33993,멜로/로맨스,청소년관람불가,일반영화,저스틴 잭햄
2558,만신,(주)엣나인필름,2014-03-06,장편,한국,88,251863300,33481,다큐멘터리,15세관람가,독립/예술영화,박찬경
2560,리틀드래곤 코코넛,(주)영화사 빅,2015-07-02,장편,독일,209,242862400,33464,애니메이션,전체관람가,독립/예술영화,니나 웰스
2566,태양 아래,THE 픽쳐스,2016-04-27,장편,기타,120,206495400,33008,다큐멘터리,전체관람가,독립/예술영화,비탈리 만스키
2567,I AM,(주)씨제이이엔엠,2012-06-21,장편,한국,137,245580000,32988,다큐멘터리,전체관람가,일반영화,최진성
2568,19-Nineteen,CJ ENM,2009-11-12,장편,한국,69,212293874,32986,드라마,12세관람가,일반영화,장용우
2569,개들의 섬,이십세기폭스코리아(주),2018-06-21,장편,미국,121,284739300,32789,코미디,12세관람가,일반영화,웨스 앤더슨
2572,킬 유어 달링,(주)영화사 진진,2014-10-16,장편,미국,93,255344020,32668,드라마,청소년관람불가,독립/예술영화,존 크로키다스
2577,대결,(주)스톰픽쳐스코리아,2016-09-22,장편,한국,366,251176500,32278,액션,15세관람가,일반영화,신동엽
2579,팔로우,(주)영화사오원,2015-04-02,장편,미국,197,267202743,32187,공포(호러),청소년관람불가,독립/예술영화,데이빗 로버트 밋첼
2587,오픈 더 도어,(주)팝엔터테인먼트,2020-04-08,장편,기타,184,286702100,31760,공포(호러),15세관람가,일반영화,올가 고로데츠카야
2589,꼭두각시,(주)인벤트스톤,2013-06-20,장편,한국,134,227941500,31713,공포(호러),청소년관람불가,일반영화,권영락
2590,그랜드파더,(주)인벤트스톤,2016-08-31,장편,한국,288,233692400,31640,액션,청소년관람불가,독립/예술영화,이서
2591,서스페리아,(주)홈초이스,2019-05-16,장편,기타,257,288130965,31618,공포(호러),청소년관람불가,독립/예술영화,루카 구아다니노
2592,고백,(주)리틀빅픽쳐스,2021-02-24,장편,한국,255,226801600,31616,드라마,15세관람가,독립/예술영화,서은영
2594,뱅가드,(주)디스테이션,2020-12-30,장편,중국,265,265933700,31548,액션,12세관람가,독립/예술영화,당계례
2596,학교 가는 길,(주)영화사 진진,2021-05-05,장편,한국,90,239464980,31467,다큐멘터리,12세관람가,독립/예술영화,김정인
2598,나는 부정한다,(주)티캐스트,2017-04-26,장편,영국,104,250925125,31172,드라마,12세관람가,독립/예술영화,믹 잭슨
2599,더 브레이브,CJ ENM,2011-02-24,장편,미국,51,240423500,31152,드라마,15세관람가,일반영화,에단 코엔
2602,옹박: 더 레전드,㈜케이디미디어,2009-05-14,장편,기타,172,200763553,31042,액션,15세관람가,일반영화,토니 자
2604,목숨,필라멘트픽쳐스,2014-12-04,장편,한국,97,235872600,31022,다큐멘터리,12세관람가,독립/예술영화,이창재
2608,"좋아해, 너를",(주)디오시네마,2017-09-14,장편,일본,101,265102800,30714,드라마,12세관람가,독립/예술영화,이마이즈미 리키야
2613,스노우타임,(주)영화사 빅,2016-12-15,장편,기타,259,217620400,30467,애니메이션,전체관람가,독립/예술영화,장 프랑소아 풀리오
2615,벨 아미,(주)에스비에스콘텐츠허브,2012-08-30,장편,영국,103,213966000,30373,드라마,청소년관람불가,일반영화,닉 오머로드
