movie,sentence,score
웅남이,조던 필도 코미디언출신인데 성골&amp;진골이 따로 있노...평론가 놈들 쎄하네,6
웅남이,장면이 연결되지않고 뚝뚝 끊어지고 갑자기 다른장면으로 휙휙바뀌니...웃기긴 합니다만 웃긴장면 짜집기한거같아요 ,1
니 부모 얼굴이 보고 싶다,학폭의 가해자와 피해자가 분명한데도 이 세상의 부모나 자신의 이득에 해가 갈까봐 졸렬하게 행동하늕어른들이 이 사실을 헝클어버린다. 보면서 분노가 치밀어올랐다. 일말의 불안한 그 느낌이 맞아떨어지는 순간 어이 상실~ 스토리도 배우들의 연기도 연출도 개인적으로 맘에 들었다. 어이 상실에도 불구하고,9
비상선언,볼만함테러범일찍죽은건아쉬움 ,6
"귀멸의 칼날: 상현집결, 그리고 도공 마을로",재방영 해주는 느낌,8
스즈메의 문단속,지진에 대한 이야기를 잊지 말자는 이야기,8
웅남이,여기 별점 높게주신분들 다 알바이신가요?... 2시간동안 개콘보고 나온 기분인데 문제는 그 개콘이 재미없는 코너들만 모아놓은 느낌이었어요 ㅠ,1
웅남이,별 기대 안하고 봤는데 근 5년간 본 영화중에 최고였습니다,10
타이타닉,타이타닉을 첫 관람이였는데 3D로 인해 영상을 다 망친듯하다 그게 너무 아쉽다,8
웅남이,아 진짜 웃음 눈물 다 나오는 영화였음ㅠㅠ 완전 재밌고 배우분들 연기력에 두번 반함 ♥ 진짜 웅남이 2 나올거같은데 제발 빨리 나와라ㅠㅠ,10
바빌론,ost와 연기력만으로도 충분한 영화,8
웅남이,간만에 천만 가즈아~~~,10
스즈메의 문단속,의자에 앉는 씬이 제일 인상적,6
웅남이,개봉첫날 관객수 3만명 돌파! 충격입니다.,1
더 퍼스트 슬램덩크,농구 하면 슬램덩크,8
웅남이,그냥 재밌음 감독이 개그맨출신이라 걱정되기는 했는데 ㄹㅇ 볼때 다들 웃고 즐겁게 봄 돈 값하네요^^,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",친구 보여줬는데 너무 좋아했어요,7
방법: 재차의,개쓰레기영화..쓰레기..쓰레기…쓰레기……,1
RRR: 라이즈 로어 리볼트,유치하지만 보만하네요.노래만 안하면 좋겠음,10
플레인,스나이퍼 씬만 기억에 남는다,4
원피스 필름 레드,원피스를 보지 않고 가서 그런지 감동이 덜 했습니다우타의 콘서트를 보는 것 같았어요,8
스즈메의 문단속,중반 이후 동어반복 늘어지는 서사가 옥의 티.,7
웅남이,저도 재미있게 잘봤습니다 생각했던 것보다 재밌어요.,8
중경삼림,"스크린의 배어있는 그 시대의 향수, 떠나고 싶지 않다. ",9
웅남이,세상에 어떻게 이런 영화를~~쓴웃음밖에웃으려고 갔다가 졸려죽을뻔,2
동감,그냥 보고 왔어요 ㅎㅎ 배우들은 좋았습니다,8
웅남이,믿고보는 박성웅 최민수 등등 모든배우들 연기 완벽..스토리탄탄 올만에 웃었네용ㅋㅋ,10
더 퍼스트 슬램덩크,슬램덩크를 영화로보고 빠져들어서 하루만에 만화책 정주행하고 또 영화로 봤습니다. 모르고 볼때와 알고볼 때의 느낌이 다르네요.,10
어떤 영웅,인물들간의 관계와 심리 연출이 섬세하다 마지막 롱쇼트 인상깊다,8
파벨만스,정말 힘든 시간을 보내셨군요 감독님 ... ㅠㅠ,9
다음 소희,무력한 현실 먹먹합니다,10
소울메이트,잔잔하고 재밌어요 츄천,10
아임 히어로 더 파이널,부모님이 매우 만족해하십니다.  다음에 기회가 된다면 콘서트 직접 관람시켜드려야 겠네요~,10
플레인,제라드 왜케 작품 선택력이 휴... 300 말고 명작이 없냐 항상 몸값이 너무 아까운 배우.,6
소울메이트,누군가 생각나는 영화였습니다,7
플레인,볼만합니다,7
소울메이트,미소가 말아주는 칵테일 먹고 싶다,6
웅남이,안일권님 장면에서 동생들하고 터져서 집에 돌아오는 길에도 많이 웃었어요. 근래 보기드문 재미있는 코미디 영화인데 감동도 있어요.,9
정직한 후보2,1편보다 재밌게봤눈데 나는 2편을 먼저보고 재밌어서 오늘 1편봄,10
크레이지 핸드,걍 그냥그럼. 이 영화를 장르를 나눈다는 자체가 아이러니하고 재밋다?재미없다도 모르겠음. 편하게 보다가 잠드셔도 편안한 영화,7
플레인,계속해서 긴장감과 몰입을 갖고 감. 담백한 연기,8
웅남이,박성광에게 높은 평점을 주고 싶은 영화입니다. 기대이상으로 괜찮았어요. ,10
소울메이트,소울메이트인 친구랑 봤는데 당황,7
RRR: 라이즈 로어 리볼트,개연성 다 떨어지지만 병맛스러운 매력~~ !! 3시간이 훅 간다.. 역시 인도영화~~~ 묘한 매력 있음.. 좀 잔인하지만~~ 킬링타임용으로 짱잼!!! ,8
바빌론,OST로 느끼는 최고의 절정,9
스즈메의 문단속,개연성의 부족이라고 하시는 분이 계시는데 그렇게 가정을 한다면 너의 이름은에서는 갑자기 몇십년만에 유성이 떨어지다가 분할되서 마을이 초토화 되는데 그 부분도 개연성이 없다고 보시겠네요. 이런걸로 트집을 잡으신다면 판타지 애니메이션은 별로 추천드리지 않습니다. ,10
스탠 바이 미,아 졸려라~ 3배속 보기를해도 정상플레이 버튼을 누르고 싶지않네...미국 동네꼬마 노는얘기,6
지오스톰,왜이렇게 남동생 밥맛이지ㅋㅋ 늘 기계는 잘못이 없고 인간이 문제여,5
스즈메의 문단속,내가 받았던 모든 것들을 나에게,7
파벨만스,스필버그에 대해 모르고 있던 많은 사실을 알게 해 준 영화,10
파벨만스,파벨만에게 영화는 삶이 담긴 그릇이자 삶에 영향을 주는 도구이다. 감독은 화면의 구도를 제시하며 우리에게 영화를 보는 시점에 대해 물음을 던진다.,9
퓨리,유능한 상관한명이 한개사단을 구할수도 있고 다 죽음으로 내몰수도 있다. 사회의 민간사업체처와 같이 군인도  능력이 더 뛰어날수록 우대해줘야한다,9
소울메이트,원작에 비해 무뎌진 이야기,6
메이킹 패밀리,"애기 연기 잘함, 한국영화",10
웅남이,생각보다 웃겨서 볼만 했어요지루하지도 않고,8
더 퍼스트 슬램덩크,추억 그 이상의 추억,8
웅남이,감독이 누구고를 떠나서 유쾌하던데 ,10
스즈메의 문단속,모르고 봤을 때보다 알고 봤을 때 더 깊숙이 다가오는 작품,10
웅남이,와이프는 좀 웃던데 저는 웃음기 하나 없이 보고 왔습니다. 전체적인 평점 평균이 7점 이상이길래 1점2점 평점들이야 평점 테러겠지...라는 생각에 영화 예매. 보는 내내 부자연스러운 개그코드... 억지웃음 연출. 너무 재미 없었고 유치하면서 스토리가 산으로 가는 느낌이었어요. 등장인물들의 스토리도 엉성해 몰입감은 전혀 없었습니다.비추천합니다,1
차별,"나 자신이 얼마나 차별적인 시선을 갖고 살아왔는지, 그리고 그 차별을 받는 사람들에게 무관심했는지를 깨닫는 90분",10
웅남이,재밌게 볼 수 있는 가족영화. 연기 구멍없고 스토리 아이디어 엄청 좋았음. 웅남이 2 나오면 전작보다 더 재밌을거 같음 떡밥 엄청 뿌렸던데 ㅎㅎ,10
웅남이,응원합니다ㅎㅎ잘봤어요,10
미혹,이거 진짜 숨은 개명작이다. 이런 공포영화는 처음이야.,10
너는 내 운명,전도연도 연기 잘하고 황정민도 연기 잘하고 스토리도 너무 감동적이고 잘봤습니다~,10
사도,송강호 왕 역할하고 유아인 세자 연기 너무 잘어울리고 잘한다  ,10
히말라야,엄홍길 너무 대단한거 같고 그를 연기한 황정민 역시 최고!,8
웅남이,오랜만에 소소하게 진짜 재밌는영화봤습니다~~한참 웃었네요. ~~~~,10
웅남이,하... 음.. 친한 사람한텐 추천 못할것 같음,1
웅남이,박성웅님 르와르가 정말 멋있는 분이신데고믹쪽에도 잘어울리시네요 웅남이 화이팅,10
파벨만스,"영화광으로서 스필버그 어르신의 자전적 이야기를 놓치면 되나. ET와 인디아나존스, 쥬라기공원, 그리고 쉰들러리스트라는 이야기들에 감사하는 마음으로 영화관을 찾았지만 이 영화는 더욱 더 묵직했다. 150분 동안 역사극, 드라마, 코미디, 서스펜서 등 장르를 넘나들며 많은 에피소드와 사람, 사랑, 감정 등 인생에 대한 대가의 허심탄회한 이야기를 들은 기분.",10
웅남이,"후.,....,...,",2
올빼미,평점 낚시입니다 ㅅㅂ 내돈,2
파머,심심할 수 있는데 확실히 휴머니즘 있음.,10
스즈메의 문단속,영상미만으로도 15000원 아깝지 않은 영화,9
토니 타키타니,글자 너머의 공기를 화면에 담는 방식,8
서치 2,서치 시리즈 재밌네요~,8
소울메이트,올해 나온 한영중엔 제일 낫다,7
카운트,생각보다 재밌었어요,8
미혹,이걸 시간과 돈을 들여서 찍은 게 공포,1
웅남이,무릎꿇고 있는게 너무 웃겨서 혼났어용,10
웅남이,오늘  웅남이 보고 오는길 오랜만에 친구들과 배가 아프도록 웃었네요 웃다가 어찌나 눈물이 나던지 박성광씨 이런 재주도 있었네요 !잘될거예요 응원 할게요 !재미있어요 ,10
워킹 걸,그시대의 순수함이 보이는 주인공이 주인공이고 선과악이 뚜렷한 그러나 좌절하지말고 일어서라 그리하면 이루리라 ,10
웅남이,쩝....하....에휴.. ,1
야차,현재 친일에 빠져있는 대통령에 대해 한번쯤 더 생각하게 만드는 영화,10
웅남이,저는 아직 보기전인데요 클레멘타인처럼 평점 올리는 건가요 아니면 정말 이 점수대의 재미인가요? 클레멘타인처럼 반어법이면좋아요 정말재밌으면 싫어요좀 부탁해요,6
그대가 조국,이딴 ㅆ렉 영화는 개나줘라,1
블랙폰,볼만해요. 아이들이 많이 나오고 안타깝긴해도 끝까지 보게되네요,8
2001 스페이스 오디세이,SF분야를 넘어선 영화 역사상 최고의 걸작.,10
더 퍼스트 슬램덩크,"재미는 있었는데 슬램덩크 팬들 관객매너 진짜 최악이여서 김샜음. 평생 이런거 처음봤다. 경기끝나는 장면에서 여운느낄새도없이, 심지어 영화가 끝나지도않았는데 수십명이 영화관을 뛰어서 우르르 몰려나가더라. 남아서 보는사람들은 뭔일났나싶어서 어리둥절하고 집중도못하고. 나와보니까 영화관에서 증정하는 무슨 오타쿠용품같은거 받으려고 줄서느라 그랬나보던데 다시는 일본애니메이션 영화관에서 안봐야지. ",8
웅남이,나는 평론가 평점에 관심도 없고 보지도 않지만 용철아 부디 사과해라 리뷰들 돌아다니는거 보니까 선을 넘었다 이 양반아,9
범죄도시2,흉기 휘두를 땐 좀 잔인하고 쫄렸다. 마동석이 주먹 휘두를 때마다 타격 소리가 장난 아니었다. 1편에 나왔던 룸살롱 성접대 장면이나 쓸데없이 악역의 바닥난 인성을 보여주기 위해 여자를 패는 장면이 빠졌다는 점이 가장 맘에 듦.,7
어벤져스: 인피니티 워,친구랑 절교하면 안돼는 이유,9
우아한 세계,조용하고 시끄럽게 어지러운 영화,9
웅남이,"여기 다 알바임연출이 제일 문제임. 오래된 낡은 클리셰로 채워놓고, 연출력이 없으니깐 뭔가 계속 끊기고 내용이 비어있는게 많이 보임. 거의 심형래 영화의 연출력이라 보면 됨.코미디물인데 피식 말고는 웃게되는게 없음.제일 많이 웃은게 그냥 박성웅 얼빵한 연기가 귀엽다 정도. 그 외에 웃겨서 웃긴건 없음",2
스즈메의 문단속,"신카이 마코토 감독의 최고작 같다. 감정적으로는 초속 5센치미터를 더 좋아하지만, 이 영화는 여전히 황홀한 영상미에 군더더기 없는 이야기를 보여준다. 이 영화를 봤을 일본 국민들의 감동을 생각하게 된다.",8
웅남이,가벼운 마음으로 관람하면 좋아요별기대없이갔다가 웃고왔어요,10
파벨만스,지평선이 중간에 있으면 거지같이 재미가 없다,8
에브리씽 에브리웨어 올 앳 원스+,독특한 소재를 재미있게 풀어냈네요,7
노팅 힐,심장떨리는 동화네요 너무 이쁜 그녀,10
스즈메의 문단속,동일본대지진을 겪은 후쿠시마와 주민들에 대한 위로....지진도 관광 상품으로 만들수 있겠단 생각도 든 영화,6
카터,이 영화를 아무런 불평없이 끝가지 본 사람이 있다면 평생 친구해도 좋을 사람임. 그정도 인내심을 가진 사람은 인류 중 몆 % 이내일테니까. 감사한 점이 있다면 아저씨가 왜 좋은 영화였는지 새삼 깨닫게 해준다는 것...,2
웅남이,"평론계가 그렇게 만만한 곳인가. 몇몇 핸드헬드 촬영으로 어지러운 부분 몇군데빼고 나무랄 데 없었다. 이런 영화를 저렇게 깐다고? 용철아, 펜데 내려놔라.",8
중경삼림,30여년이 흘러도 여전히 청춘들을 사로잡는 영화. 양조위의 눈빛이 모든 것을 설득한다. 음악만 들어도 습한 여름밤이 떠오른다.,9
웅남이,돈아까우ㅓㅓㅓ....,2
웅남이,연출 스토리 형편없는 영화네요,4
웅남이,  개그코드 멋졌어요^^,8
웅남이,소소하게   웃으면서  볼수잇는  영화딱  지금   타이밍  굿굿   ,8
스즈메의 문단속,개같이 재미없음 시간낭비 개지리게 당했네,1
화양연화,이미 여러번 봤는데도 극장에서 감상하면 또 새롭게 느껴지는 영화. 유튜브에서 헐왓챠에 화양연화 검색해서 해설 보는 거 강력 추천.,10
원티드,오랜만에 보는데 개지리는 킬링타임 영화다 2008년작이라니 15년전 영화 퀄이 대단함,10
웅남이,이이경 박성웅 케미 최고 웃기기도 하고 감동도 있고 너무 재밌게 봤네요~대박나세요 응원합니다,10
초속5센티미터,인생작.. 신카이마코토 최고의 작품,10
우견아랑,두시간 넘는 시간을 시간가는줄모르고 보았던 ,10
작별,감독님 건강하세요. 좋은영화 만들어주셔서 감사드리고 크레인 잊지않고 찾아주셔서 감사해요.,10
웅남이,평론가 평가 보고 재미 없으면 어쩌나 했는데 너무 재밌었어요! 아무생각 없이 웃을 수 있어서 좋았습니다~ 추천해요,10
스즈메의 문단속,평점을 높게 주신분들은 다들 그림 그리시는 분들인건지.. 영상미 말고는 평점을 주기가 힘드네요.. 사전에 작가의 세계관이나 등장 인물의 상징적의미를 알고 봐도 이해하기 힘든 난해한 영화였어요..  날씨의 아이나 너의 이름은.. 둘다 너무 재미있게 봤는데.. 이번 영화는 보면서 내내..  중요한 내용을 놓쳤나 싶을 정도로 끝까지 답답하고 이해 안되는 영화였어요..  갑툭튀 캐릭터들도 이해 안되고 지루한부분들도 많았어요..  ,4
웅남이,솔직히 진심 재밌는 편입니다.,10
모나리자와 블러드 문,약간 B급영화 같지만 스토리는 지루하지않게 몰입도가 있다. 끝이 오히려 그 후속 스토리가 궁금하게 만든다. 전종서 배우의 헐리우드 진출작이란걸 영화 보기직전 알았는데 영화의 완성도를 떠나 한발짝 더 큰 꿈을 향해 도전하는 전종서에게 박수를 보낸다.,7
별을 쫓는 아이,아가르타에 남게된 선생이랑 신은 어떻게 살고있는지 라던가.. 엔딩을 더 길게 해줬으면 좋앗을걸.. 그래도 재밋게봄 ,8
웅남이,나름 재밌게봤어요  킬링타임용이네요그래두 박성광감독님 입뽕작 축하드립니당 ,6
스즈메의 문단속,작화랑 사운드는 웅장하고 좋았는데 스토리가 너무 빨리빨리 전개되고 몰입도도 낮았음.. 여주의 행동들과 생각들이 다 공감 안됬고 만난지 얼마 안된 사람때문에 목숨바치면서 눈물흘리는 내용은 에바였음. 영화가 조금더 여유있게 진행되고 설명도 더 들어가 있었으면 엄청 재미있었을텐데.. 여주 울때마다 진짜 이해 안됬음.. 개인적으로 하나도 감동적이지 않았고 생각보다 별로임. ,4
스즈메의 문단속,영상미 빼고...스토리 개연성이 이게 맞음?베스트 리뷰 중에&amp;#34;저항없이 울었다&amp;#34;는데 그냥 헛웃음 나옴,4
파벨만스,인생은 영화가 아니란다 아가야. 그래도 영화 같은 꿈은 다들 꾸지 않나? 따뜻하고 아프고 그립고 설레기도 하면서 한편으로는 감독 자신을 치유하는듯한 자전적 작품. 자칫 빌런이 될 수도 있었던 인물들조차 이해하고자 하는 세심함도 엿보인다.,9
발신제한,배우들 연기들은 좋은데 광안대교를 주행하다가 갑자기 마린시티가 나와서 편집을 동선에 맞게 했으면 하는 아쉬움이 있네,4
스즈메의 문단속,ㅠㅜ 스즈메 ㅜㅜ  잼있다 나는 ,10
웅남이,"경영학 전공한 광고 회사원 출신 평론가와 영화예술학 전공한 희극 배우 출신 감독 중 누가 더 ‘여기’ 에 어울리고, 누가 더 &amp;#39;여기‘ 를 만만하게 본 걸까? ",10
스즈메의 문단속,ost가 일단 너무 좋고요 ㅠㅠ 보면서 중간중간 울뻔 했네요,10
스즈메의 문단속,첫번째로는 무슨뜻인지 모르고 인터넷으로 찾아보다가 다시 두번째로 보니깐 이해가는 부분이 많이 생기긴 했네요. 이것도 감독이 의도한게 아닐까요? 근데 아무리 그래도 사랑의힘인가 머신가 그건좀...,8
에브리씽 에브리웨어 올 앳 원스,"내 인생 최고의 영화, 후반 30분은 나도 모르게 눈물만 흘렸다",10
멍뭉이,배우분들 연기도 좋고 강아지도 너무 사랑스럽습니다 울고 웃고 따듯한 영화 네요 흥행이 잘되질못해서 아쉽습니다. 꼭 보셨음 하네용,10
스즈메의 문단속,스토리 우려먹기... 재미없는 소재 작화가 아까움,1
웅남이,진짜 중간중간 개그포인트들이 넘 웃겨욬ㅋㅋㅋ,10
웅남이,박성광님이 감독 처음으로 해서 개그맨이라는 선입견으로 봤다가참 많이 웃고 재미있게 봤네요^^지금 감독이라고 좋은배우들 데리고 망치는 영화도 많은데 그런 감독들이 보고 배워야겠어요.,10
육사오(6/45),너무웃껴서 배꼽빠집니닼ㅋ,10
웅남이,웅남이가 순박하지만... 난 웅북이가 멋져@@,10
웅남이,개 재밌네 ㅋㅋ 꿀쟁 성광이 실력 좋구만,10
추억은 방울방울,초5 시절의 타에코 귀엽기도 하고 안타까운 부분도 많고.. 근데 리뷰에서 누가 또 뭔 페미가 어쩌네 뭐네 아오. 좀 그냥 그런 커뮤에나 가서 딱_수준 맞게 놀았으면 싶다 제발ㅋㅋㅋ ,3
웅남이,스토리 신선하지만 약간 골때림ㅋㅋ 배우들 역시굿! 웃김ㅋ,10
미혹,너무 긴장감이 떨어지며 너무 식상한 주제… ,1
웅남이,이게 재밌으면.... 할말이 없다 이용철은 맞는말 하고도 욕먹었네 ㅋ 그래도 감독이 개그맨인데 개그씬이 너무 처참하고 유치해서 못봐줄 정도,1
조커,"색깔, 몸짓, 소리  한바탕 굿판.  ",10
웅남이,와우~~~기대이상임~~~~대박 ㅋ,10
웅남이,기대 안하고 봤는데 잼있더라,10
압꾸정,생각보다는 괜찮았음. ,7
웅남이,코로나이후 극장에서 처음본 영화,10
소울메이트,배우들 연기가 좋고 분위기가 좋아요,9
웅남이,예매율 1위 가즈아~ 웅남이 말봉이 달려~~,10
노트북,정말 감동적입니다. 남자친구랑 보다가 울었어요..ㅠㅠㅠㅠ,10
자백,걍 원작대로 했으면 훨씬 더 훌륭했을거 같은데 굳이?,6
라이언 일병 구하기,한명을 살리기위해 많은수의 병사가 임무에나가고 임무에서 여러명이 희생되는것 그게 전쟁이다..그걸 보여주고싶었던것 같다,10
"귀멸의 칼날: 상현집결, 그리고 도공 마을로",개쓰레기같은 영화도대체 왜 이따구로 만들어 놓았는지 이해 안됨,1
웅남이,이건 B급감성! 이런 진지한 액션 좋아요ㅎ,10
데시벨,"다들 눈이 높은가봄 난 너무 재밌던데 연기도 잘하고 스토리도 신선했는데 아무 정보 없이 봐서 그런가, 오 이 배우도 나와? 눈호강,, 감동은 살짝 미흡했지만 짠하지 않은것은 아님 시간 지나 다시 볼 의향 있음 재탕이 재미죠 ",10
클래식,"완벽한 영화, 인생  영화, 몇 번을 봐도 눈물이 나는 영화 ",10
히즈 올 댓,태너 부캐넌에게 반한 영화... 와 진짜 분위기 뭐냐 ㅜㅜ 넘 멋있다 .. 여주 연기가 조금 아쉬웠지만 남주 얼굴 보며 버팀. 여주의 감정선이 좀 깊었음 더 색시한 영화가 됐을 듯. ,10
1408,결말이 진짜 현실인지 아니면 아직도 환각인지 지금도 혼란스럽다,10
웅남이,맘편하게 웃을수 있는 영화네요남편과 같이 봤는데괜찮은데? 라고 남편이 얘기하네요^^박성광 감독님 수고많으셨어요,10
웅남이,이이경배우님 이번영화는 대박나세요! 말봉이 화이팅!,10
방법: 재차의,진짜 알바천국이네...점수 제대로줘라 속아서 봤다ㅡㅡ,1
샤잠! 신들의 분노,유치한거도 유치한건데 너무 엉성하게 만든거 아닌가...,2
쓰리 빌보드,영화로써 완벽 그자체 ….,10
스즈메의 문단속,진짜 오랸만에 끝까지 다 본 영화,10
웅남이,박성광씨 첫 감독 작품 이래서 봤는데기대 이상으로 넘넘좋았어요 연기들도 잘하시고 넘 웃겼어요 ㅋ ,10
웅남이,"음 배우들 라인은 짱짱했는데 연출이 아쉬운듯... 나름 열심히 제작했다는건 느꼈지만, 보면서 영화 흐름이 부자연스러운 구간이 많아서... 다음에는 좀 더 퀄리티 있는 영화를 제작해줬으면 좋겠음",5
파벨만스,역시 이야기 중의 최고는 자신의 이야기이다. 그리고 두 주역인 폴 다노와 미셸 윌리엄스의 물과 불 같은 연기가 엄청났다.,8
나이트메어 앨리,"수미상관으로 이어지는 독특한 이야기 설정, 잔인하리만큼 파고드는 인간의 욕망 그 끝의 충격적 결말 ",8
웅남이,할만큼 했다 1점테러알바님들 웅남이 괜찮습니다,10
틸,"아무 사전정보 없이 갔는데, 보는 내내 실화 같다는 느낌이었다. 역시나 실화였고 전기영화였다. 과연 현실은 영화를 능가한다.",7
슈렉 2,1편보다 흥나고 규모 업!,8
데시벨,안 보면 후회 할 영화 top 5,10
스즈메의 문단속,넘 재밌었어요.,10
웅남이,스토리가 재밌네요!!,10
더 웨일,"후회, 슬픔, 화해에  대한 가슴아픈 이야기",9
애프터썬,관람후 계속되는 여운. 빛나는 햇살같다,10
소울메이트,오랜만에 많이 울고 나온 영화입니다. 아름답게 추억할 수 있는 순간들을 고스란히 담아냄. ,10
스즈메의 문단속,"연출, 스토리, OST 3박자가 완벽",10
웅남이,(어제개봉하고 오늘봄)머리쓰지 않고 앉아서 웃기만 하면되는데 왜 다들 머리굴려서 악담을 하는지 모르겠다.오랜만에 시원하게 웃을 수 있는 영화를 만났다. 지루함 없이 빠져들어서 끝나는 순간이 아쉬웠다. 박성광감독의 다음작품이 벌써 기다려진다!! ‘ㅇ‘ ,10
웅남이,웅남이가 이슈는 이슈네요 와.. 리뷰갯수가ㅎㄷㄷㄷ,10
초능력소년사건,잘좀 만들지 이게 뭐냐.,3
치킨래빗: 잃어버린 보물을 찾아서,"이것은 치킨인가 토끼인가, 닭토끼의 유쾌한 모험! 남과 다름이 특별함이 될 수 있다는 메시지가 좋다. 그런데 닭과 토끼의 능력을 다 지니고 있다면 정말 특별한 거 아닐까?",7
웅남이,마지막 웅남이 병원에서 밥을 먹을 때 쌍둥이가 왔는데... 웅남이가 폭탄을 가지고 바다에 들어갔는데 쌍둥이도 같이 들어 갔는데 살았 있는지 죽었있는지 모름... 근데 병원에서 밥을 먹을 때는 같있었음마지막에 스토리가 이해가 안됐음 .. 웃음으로는 이이경 과 윤제문 두분 역활이 너무 재미가 있었어요 ^^*마지막으로는 여자 형사가 욕하는 장면이 굿~ 이였습니다. ,8
웅남이,연기자 연기가 대단했어요넘 재밌게 봤어요천만관객 고고씽감독 스텝 수고들하셨네요,10
파벨만스,꿈을 창조해 낸 천재 이야기꾼의 가슴 속 이야기와 마주하는 꿈같은 순간.,10
이니셰린의 밴시,재미는 없는 잔잔한 그러한 이야기와 너무 숨겨진듯한 느낌,6
스즈메의 문단속,재밌게 잘 봤네요.,7
웅남이,여기 왜케 진지충이 많지... 나오면서 미소짓고 나올순 있어요,10
스즈메의 문단속,와 진짜 눈물만 나옴ㅠㅠ 2번 봤는데 내일 또 볼 예정. 개연성 관련해서 말하는데 애초에 요석 뽑은 게 스즈메이기도 해서 잘못이 좀 있지 않나 싶음.. 충분히 구하러 갈만 했음.. 아무튼 ost랑 그림이 ㄹㅇ 찢었음 꼭 보셈 ㅠㅠ,10
소울메이트,재밌게 잘 봤습니다,7
파벨만스,스필버그의 평전이나 자서전을 읽는 기분으로 보았다. 끝은 좀 엉뚱했지만. 나의 영화광으로서의 정체성을 선명하게 해 주는 영화.,9
결백,여주의 고군분투 속 신파극이 가미된 킬링타임용..,6
웅남이,인생 최고의 영화입니다. 정말입니다. 영화 상영이 끝나고 엔딩 크레딧이 올라갈 때에도 멍해서 자리를 떠날 수가 없었습니다. ,10
파벨만스,어르신들 옛날이야기가 다 이만큼 재밌으면 좋겠다,10
웅남이,아주 좋은 재료들로 만들어버린 잡탕무료로 봐서 다행임,4
모나리자와 블러드 문,영화 전반적으로 묘한 분위기가 나는게 좋았음,7
"귀멸의 칼날: 상현집결, 그리고 도공 마을로",감동은 있는데 애니메이션 화를 그냥 이어붙여서 아쉬움,5
기도하는 남자,목사들은 쓰레기임을 잘 나타낸 영화,6
카고,실망을 넘어 절망으로.,1
샤잠! 신들의 분노,적당히 유치한 맛에 가볍게 보기 좋았음,7
웅남이,재미있어여 편하게보시면됩니다,10
모나리자와 블러드 문,남들한데 추천하기 힘드네요,5
아이를 위한 아이,스토리가 조금 빈약하지만 연출 연기로 커버 되네요 재밌게 봤어요,10
웅남이,"영화 보다가 처음으로 중간에 못 참고 나와버렸다. 개연성도 없고, 연출도 구리고, CG도 구리고, 억지 웃음만 자아내려고 하는데, 도무지 웃을 수가 없는 수준. 평점 좋게 준 사람들, 만약 그 마음이 진심이라면, 정말 유감이다. 취향이 그정도로 구리면.. 하 진짜 어떡하냐 당신들.. 한국 영화계 확인사살하는 그런 느낌의 영화였다. 박성광, 당신의 도전에는 박수를 쳐주고 싶지만, 도저히 단 0.0001그램도 즐기지 못했다. 이미 볼거리가 넘쳐나는 대컨텐츠 시대에 이런 쓰레기 영화를 굳이 하나 더  세상에 내놓아야만 했는지. 돈, 시간이 너무 너무 아깝다. 보다가 중간에 나와버렸지만 꾸역꾸역 참아내며 약 50분을 본 내가 정말 대단하다는 생각이 든다.",1
